tracking_id,sender,recipient,origin_province,destination_province,distance_km,weight_kg,package_quantity,ship_type,day_of_week,month,delayed,delivery_days
ENV-5651,Joaquina Rivero Roldan,Luana Gomez,Misiones,Jujuy,347,15.42,20,0,1,7,0,1
ENV-5652,Olivia Emma Luna,Juan Gabriel Chavez Fernandez,Tucuman,Jujuy,353,24.41,20,0,4,6,1,2
ENV-5653,Candelaria Fernandez Ruiz,Augusto Delfina Castro,San Juan,Tierra del Fuego,1970,2.51,10,1,2,9,0,14
ENV-5654,Thiago Benjamin Vera Fernandez,Alexander Juana Fernandez Ponce,Mendoza,Chubut,382,24.1,7,0,0,3,0,1
ENV-5655,Joaquin Emma Fernandez,Octavio Isabella Gonzalez,Chaco,Chubut,463,45.62,13,1,1,5,1,9
ENV-5656,Valentino Bruno Juarez,Sr(a). Thiago Benjamin Martinez,Santa Cruz,Neuquen,934,13.43,15,1,2,12,1,14
ENV-5657,Santino Benjamin Miranda Ortiz,Ignacio Alejo Juarez,Jujuy,Mendoza,576,20.36,11,0,3,10,0,2
ENV-5658,Juan Ignacio Acuña,Joaquin Garcia,Rio Negro,La Rioja,50,23.34,8,1,5,11,1,6
ENV-5659,Dr(a). Lola Suarez,Emilia Mendoza,Jujuy,La Pampa,986,32.3,1,1,0,11,1,16
ENV-5660,Dr(a). Malena Maidana,Thiago Florencia Gonzalez,Formosa,Santiago del Estero,105,35.61,2,1,3,7,1,5
ENV-5661,Benjamin Valentin Luna,Emma Soria,Salta,Jujuy,50,11.68,8,0,1,8,0,1
ENV-5662,Isabella Suarez,Nahuel Joaquín Romero,Rio Negro,San Juan,80,10.23,20,1,4,3,0,3
ENV-5663,Giuliana Lopez,Morena Soria Vargas,Chubut,Formosa,262,6.78,18,0,3,1,0,1
ENV-5664,Santiago Fernandez,Nina Valentina  Silva Vega,La Rioja,Entre Rios,649,5.84,14,1,2,7,1,11
ENV-5665,Santiago Ojeda,Helena Santiago Gimenez,Chaco,Chaco,168,32.96,2,0,2,11,0,1
ENV-5666,Victoria Lopez Fernandez,Dylan Ezequiel Rosario Roldan,Entre Rios,San Luis,290,31.65,19,0,6,6,0,1
ENV-5667,Maximo Maia Diaz,Joaquin Mateo Romero Toledo,Jujuy,San Juan,372,33.87,5,1,3,2,1,10
ENV-5668,Felipe Castillo,Dr(a). Alma Jazmin Maldonado,Rio Negro,Tierra del Fuego,1746,45.77,13,1,1,10,1,21
ENV-5669,Enzo Castillo Franco,Bautista Josefina Blanco Lopez,Chaco,Santiago del Estero,135,14.45,16,1,0,9,1,4
ENV-5670,Valentina Thiago Benitez,Maximo Paz Ortiz,Buenos Aires,San Juan,1122,36.81,6,0,6,7,0,2
ENV-5671,Sr(a). Florencia Quiroga,Martina Renata Fernandez Martin,Chaco,Santa Cruz,1178,38.31,11,1,0,3,1,14
ENV-5672,Santiago Ivan Garcia,Thiago Gabriel Alma Mia Castro Correa,Neuquen,Misiones,84,16.44,14,1,4,8,0,3
ENV-5673,Sofia Maximo Gimenez,Dr(a). Maia Rodriguez,Salta,Buenos Aires,1363,12.28,13,1,3,3,0,10
ENV-5674,Sr(a). Alma Coronel,Dr(a). Alma Suarez,CABA,Buenos Aires,161,0.9,19,0,5,2,0,1
ENV-5675,Dr(a). Isabella Quiroga,Lautaro Nahuel Fernandez,San Juan,Salta,273,0.84,8,0,0,6,0,1
ENV-5676,Thiago Nicolas Thiago Ezequiel Gonzalez,Benjamin Flores,Neuquen,San Juan,59,27.53,13,1,5,3,0,3
ENV-5677,Lautaro Benjamin Juarez Sanchez,Camila Facundo Medina Morales,Santa Fe,Santa Fe,59,3.03,7,0,3,2,0,1
ENV-5678,Mateo Ana Paula Perez Martinez,Benjamin Alejandro Olivia Torres Castro,San Juan,Catamarca,128,28.77,6,0,1,12,0,1
ENV-5679,Franco Dominguez,Malena Luisana Maidana,Mendoza,Santa Fe,570,8.78,12,1,0,6,0,7
ENV-5680,Thiago Valentin Romero Fernandez,Benjamin Ezequiel Juan Manuel Vega Escobar,Tierra del Fuego,Catamarca,2018,49.61,2,1,0,11,1,20
ENV-5681,Violeta Cardozo Rodriguez,Benicio Renata Ferreyra Bravo,Tucuman,Chubut,228,33.33,20,1,6,3,0,5
ENV-5682,Ciro Lola Flores,Sr(a). Maia Maidana,Misiones,Corrientes,255,27.13,8,1,4,3,0,5
ENV-5683,Maria Guadalupe Tiziano Benjamin Ortiz Sanchez,Valentina Flores Perez,Mendoza,Corrientes,163,29.34,18,1,5,11,1,7
ENV-5684,Valentina Jazmin Juan Cruz Diaz Vera,Pedro Perez Ojeda,La Rioja,Santa Cruz,942,3.12,5,0,1,6,0,2
ENV-5685,Valentino Lola Rodriguez,Juana Isabella Carrizo,Salta,Salta,109,23.05,5,0,2,7,0,1
ENV-5686,Jazmin Lautaro Paez,Santiago Juan Ignacio Cabrera Romero,Santa Fe,Salta,1025,5.32,14,0,5,10,1,4
ENV-5687,Julia Ferreyra,Ana Paula Escobar Torres,San Juan,Rio Negro,113,10.79,5,1,0,5,0,3
ENV-5688,Thiago Valentin Lopez Olivera,Tiziano Benjamin Milo Perez,Santa Cruz,Santiago del Estero,984,49.05,20,1,0,7,1,15
ENV-5689,Emilia Molina,Lorenzo Ferreyra Carrizo,Santa Fe,Santiago del Estero,510,32.78,6,1,4,9,1,9
ENV-5690,Emilia Juan Bautista Morales Aguero,Valentin Dominguez Gonzalez,Formosa,La Pampa,587,46.15,3,0,4,10,0,2
ENV-5691,Sr(a). Abril Ojeda,Santino Garcia Mansilla,Rio Negro,Santa Fe,661,25.91,11,1,4,12,1,11
ENV-5692,Bruno Benjamin Ruiz Godoy,Santino Tiziano Benjamin Suarez,CABA,CABA,167,43.5,14,0,4,9,0,1
ENV-5693,Sr(a). Benjamin Perez,Ezequiel Dominguez Vargas,La Rioja,Tucuman,208,42.09,16,0,0,1,0,1
ENV-5694,Simon Quiroga Castillo,Bastian Joaquin Gonzalez Ortiz,Santiago del Estero,Buenos Aires,1011,23.11,1,0,4,8,0,2
ENV-5695,Benjamin Gino Garcia,Catalina Bautista Medina Carrizo,Corrientes,Santiago del Estero,102,22.59,5,0,2,6,0,1
ENV-5696,Ramiro Sofia Gonzalez Sosa,Delfina Torres Pereyra,Tierra del Fuego,La Rioja,1927,25.26,18,1,3,10,1,17
ENV-5697,Nicolas Gonzalez,Benjamin Flores,Chaco,La Pampa,513,6.01,7,1,6,3,1,10
ENV-5698,Lara Thiago Benjamin Perez Martinez,Ignacio Gonzalez Sosa,Jujuy,Santa Cruz,543,39.34,2,0,1,6,1,3
ENV-5699,Lucio Isabel Herrera Castillo,Alma Martinez Alvarez,Mendoza,Santa Fe,584,45.26,10,1,6,7,1,11
ENV-5700,Ciro Benjamin Gomez Rodriguez,Joaquin Muñoz,Rio Negro,Tierra del Fuego,1844,44.93,10,1,3,5,1,18
ENV-5701,Valentina Cardozo Rios,Santino Francesca Moreno Flores,CABA,Santiago del Estero,1106,11.02,15,0,5,9,0,2
ENV-5702,Benjamin Valentina Quiroga Aguirre,Lautaro Juan Ignacio Quiroga Aguirre,Santa Cruz,Chaco,1034,2.33,14,0,2,11,0,2
ENV-5703,Alfonsina Lopez,Simon Sanchez Gonzalez,Santa Fe,Santiago del Estero,490,25.49,9,0,0,11,1,3
ENV-5704,Juan Cruz Lisandro Lopez Blanco,Dr(a). Lucio Gonzalez,Buenos Aires,La Pampa,564,24.1,12,1,1,4,0,7
ENV-5705,Dr(a). Amparo Fernandez,Nina Lola Gomez,Misiones,San Juan,117,46.57,16,1,2,8,1,5
ENV-5706,Thiago Gabriel Nuñez Ferreyra,Sr(a). Sofia Belen Miranda,La Rioja,Chubut,304,25.69,18,1,3,9,1,10
ENV-5707,Sr(a). Juan David Vega,Thiago Nahuel Benjamin Luna Castillo,Mendoza,Formosa,148,24.11,6,1,2,9,0,3
ENV-5708,Mateo Muñoz Rios,Priscila Nuñez Dominguez,Entre Rios,CABA,383,3.16,11,1,2,7,0,5
ENV-5709,Agustina Tomàs Mendoza,Ignacio Luna Barrios,La Pampa,Entre Rios,81,14.64,20,1,1,10,1,6
ENV-5710,Sr(a). Juan Perez,Juana Ignacio Gonzalez,Salta,Jujuy,93,23.03,10,0,5,12,0,1
ENV-5711,Pedro Moreno,Emma Maidana,CABA,La Pampa,568,10.99,7,1,0,7,0,7
ENV-5712,Lucía Roldan,Luciano Benjamin Molina,La Pampa,Santa Fe,50,42.71,17,0,4,7,0,1
ENV-5713,Martina Rodriguez Vazquez,Sr(a). Genaro Herrera,Corrientes,San Juan,132,42.85,12,1,2,10,1,4
ENV-5714,Santiago Abril Aguirre Aguirre,Sr(a). Antonella Medina,San Luis,Salta,596,33.43,8,0,2,2,0,2
ENV-5715,Sr(a). Benjamin Gonzalez,Valentina Isabella Cabrera,Santa Cruz,Neuquen,988,36.08,3,0,6,2,0,2
ENV-5716,Juan Manuel Catalina Ledesma,Santiago Paulina Toledo,Mendoza,Neuquen,137,15.08,7,1,0,5,1,4
ENV-5717,Dante Rodriguez,Felicitas Sol Alvarez,San Luis,Salta,654,30.38,15,0,2,4,0,2
ENV-5718,Santino Benjamin Gonzalez,Ezequiel Avila,San Luis,Formosa,390,13.02,20,0,5,5,0,1
ENV-5719,Dr(a). Maria Paz Peralta,Mia Valentina Hernandez,Mendoza,Tierra del Fuego,2002,26.89,7,1,0,7,1,17
ENV-5720,Justina Ortiz Guzman,Dr(a). Octavio Bravo,Tierra del Fuego,Salta,1593,40.36,13,1,5,6,1,17
ENV-5721,Lautaro Benjamin Gonzalez Martinez,Maria Emilia Lopez Ferreyra,San Juan,Jujuy,418,4.52,20,1,5,6,1,9
ENV-5722,Francesca Suarez,Benjamin Pereyra,Tierra del Fuego,Neuquen,1914,36.93,1,1,1,11,1,20
ENV-5723,Tomas Benjamin Sofia Maldonado,Dr(a). Martina Alvarez,Buenos Aires,La Rioja,1051,35.0,16,1,0,3,1,17
ENV-5724,Santino Benjamin Aguirre,Sol Romero Gonzalez,Jujuy,La Pampa,1079,18.68,15,1,4,6,1,13
ENV-5725,Lara Romero Ayala,Sr(a). Manuel Gonzalez,Santa Fe,Cordoba,226,26.03,8,0,3,9,0,1
ENV-5726,Sr(a). Benicio Ledesma,Sr(a). Lautaro Bravo,Corrientes,Chaco,153,34.9,8,1,4,5,1,8
ENV-5727,Mateo Agustin Dylan Sanchez Rodriguez,Dr(a). Octavio Farias,Entre Rios,Tucuman,786,16.73,6,0,1,6,0,2
ENV-5728,Delfina Bautista Gonzalez Gonzalez,Matias Gonzalo Nuñez,CABA,Tucuman,1216,14.8,11,1,0,2,0,10
ENV-5729,Simon Gomez Gomez,Sr(a). Thiago Nicolas Mendoza,Cordoba,Tierra del Fuego,2339,13.86,7,1,0,5,1,21
ENV-5730,Sr(a). Renata Pereyra,Sr(a). Emma Miranda,Misiones,Corrientes,204,25.04,2,0,1,2,0,1
ENV-5731,Tomàs Garcia Miranda,Martin Vazquez Benitez,Santa Fe,CABA,453,26.47,3,0,3,1,0,2
ENV-5732,Thiago León Franco Caceres,Santiago Morena Moreno Diaz,Rio Negro,Mendoza,129,41.61,9,0,1,5,0,1
ENV-5733,Ignacio Acosta Moreno,Luciano Benjamin Julian Rodriguez,Buenos Aires,Cordoba,666,48.54,7,0,5,6,0,2
ENV-5734,Sr(a). Gael Ruiz,Abigail Isabella Flores,Catamarca,Tierra del Fuego,1973,32.1,19,1,0,3,1,17
ENV-5735,Lautaro Benjamin Simon Sosa Ruiz,Elena Thiago Nahuel Romero Rodriguez,La Rioja,Tucuman,92,13.81,8,1,6,2,0,3
ENV-5736,Valentina Antonella Chavez Aguirre,Matias Valentino Gonzalez,Santa Fe,Corrientes,517,46.19,12,0,2,12,0,2
ENV-5737,Joaquin Medina Gonzalez,Sofia Rojas Mendez,Santiago del Estero,Jujuy,557,18.5,13,0,5,3,0,2
ENV-5738,Benjamin Godoy Figueroa,Juan Bautista Farias Perez,Entre Rios,La Pampa,93,32.93,5,0,2,1,0,1
ENV-5739,Nina Ruiz Luna,Sr(a). Dante Sosa,Tucuman,La Rioja,130,2.75,13,0,0,4,0,1
ENV-5740,Dr(a). Juan Ignacio Ruiz,Lucas Aguirre Ruiz,Buenos Aires,Formosa,1113,32.97,20,0,3,6,0,2
ENV-5741,Thiago Benjamin Matias Garcia Vargas,Maria Emilia Lucia Cruz Vera,Cordoba,Corrientes,288,3.05,16,0,6,6,0,1
ENV-5742,Gino Fernandez,Lucas Ezequiel Luciano Lucero,Santiago del Estero,Entre Rios,576,17.06,12,1,1,9,1,9
ENV-5743,Lorenzo Benjamin Perez,Mateo Alvarez Villalba,Salta,Chubut,162,13.4,7,1,2,9,0,5
ENV-5744,Bruno Julieta Arias,Joaquín Maria Victoria Barrios Vega,San Luis,San Juan,230,2.67,12,1,3,12,0,5
ENV-5745,Dr(a). Olivia Gimenez,Alvaro Hernandez,Corrientes,Salta,370,23.31,5,1,5,7,1,9
ENV-5746,Sr(a). Juan Francisco Carrizo,Ema Sosa,Buenos Aires,Jujuy,1484,23.07,12,0,0,8,0,2
ENV-5747,Sr(a). Julia Lopez,Dr(a). Lautaro Benjamin Ramirez,Buenos Aires,La Pampa,525,34.13,13,1,6,6,1,9
ENV-5748,Julieta Francisco Vera Martinez,Florencia Alvarez,Santa Fe,Mendoza,552,26.98,13,1,6,12,1,10
ENV-5749,Ana Paula Farias Gutierrez,Alma Vargas,Cordoba,Corrientes,263,14.83,2,1,1,1,1,6
ENV-5750,Juan Martin Benitez,Santino Thiago Agustin Ferreyra,Tierra del Fuego,Catamarca,2016,5.7,2,1,6,10,1,17
ENV-5751,Paloma Benjamin Fernandez,Sr(a). Santino Benjamin Rojas,Tucuman,Entre Rios,817,38.06,11,0,6,11,0,2
ENV-5752,Mateo Sofia Ruiz Duarte,Josefina Caceres Mendoza,Catamarca,Jujuy,457,41.75,5,1,0,3,0,7
ENV-5753,Santino Zoe Valentina Aguirre,Tobias Soria Ramirez,Corrientes,Cordoba,361,20.85,4,1,0,12,0,5
ENV-5754,Benjamin Leiva Flores,Juan Bautista Julian Gimenez Fernandez,Santa Fe,Jujuy,1054,15.25,5,1,5,10,1,15
ENV-5755,Valentino Thiago Flores Molina,Sr(a). Lautaro Benjamin Romero,Entre Rios,Buenos Aires,358,11.96,5,0,0,1,0,1
ENV-5756,Lucía Garcia Garcia,Benjamin Francisco Silva Ruiz,Chubut,Neuquen,304,46.94,6,0,2,11,0,1
ENV-5757,Sr(a). Thiago Valentin Alvarez,Juan Martin Gonzalez,CABA,Santa Fe,570,41.89,19,0,5,4,0,2
ENV-5758,Angel Gabriel Garcia Pereyra,Valentino Vega Arias,Cordoba,Santa Cruz,1402,48.67,4,1,3,3,1,18
ENV-5759,Joaquin Lautaro Benjamin Escobar,Lautaro Maidana Gonzalez,Tierra del Fuego,Salta,1540,20.69,16,1,2,1,0,14
ENV-5760,Valentin Juarez Olivera,Sr(a). Violeta Vega,San Juan,Santa Cruz,1036,23.19,12,0,3,2,0,2
ENV-5761,Agustina Leiva,Benicio Gutierrez Coronel,Buenos Aires,San Juan,1018,0.51,15,0,4,1,0,2
ENV-5762,Thiago Emanuel Emma Franco,Bautista Sofía Fernandez Toledo,Entre Rios,Mendoza,534,6.88,7,0,5,6,0,2
ENV-5763,Lautaro Zoe Gimenez Diaz,Lucas Gomez,Tucuman,Cordoba,577,3.91,7,1,1,10,1,11
ENV-5764,Gonzalo Vega,Lautaro Nicolas Benjamin Cordoba,Santa Cruz,Santiago del Estero,1109,28.82,15,1,1,9,0,10
ENV-5765,Delfina Valentina Jazmin Gonzalez Diaz,Ezequiel Isabella Vega Rodriguez,Cordoba,Tierra del Fuego,2296,10.12,17,0,0,5,0,3
ENV-5766,Dr(a). Tomàs Aguero,Benjamin Santiago Benjamin Lopez Cardozo,Santa Cruz,Cordoba,1362,9.71,6,0,1,9,0,2
ENV-5767,Violeta Roldan,Luz Milagros Ferreyra,Catamarca,Corrientes,148,46.97,11,0,5,3,0,1
ENV-5768,Alma Mia Diaz,Bautista Lopez,Santa Cruz,Buenos Aires,2068,7.66,1,1,6,1,0,14
ENV-5769,Agustin Catalina Sosa Rivero,Abril Fernandez,Santiago del Estero,Chaco,91,15.32,6,1,2,3,1,4
ENV-5770,Lorenzo Paloma Moreno Gimenez,Thiago Daniel Thiago Benjamin Martinez,Formosa,La Rioja,119,22.42,1,0,4,12,0,1
ENV-5771,Manuel Bautista Pereyra Ledesma,Maria Emilia Agustin Rodriguez Alvarez,Tierra del Fuego,Santa Fe,2509,2.21,14,0,5,10,0,4
ENV-5772,Tiziana Francesca Rodriguez Carrizo,Mia Sanchez Mendoza,Corrientes,Santa Fe,537,14.28,12,0,6,6,0,2
ENV-5773,Isabella Ojeda Fernandez,Amparo Caceres,Tucuman,Entre Rios,773,35.93,15,1,6,10,1,9
ENV-5774,Dylan Ambar Flores Fernandez,Sr(a). Lucía Soto,La Pampa,Entre Rios,50,29.18,9,1,4,8,1,5
ENV-5775,Jazmin Alvarez,Benjamin Francisco Acuña Herrera,CABA,Salta,1417,17.6,16,0,1,3,0,2
ENV-5776,Emilia Gomez Lopez,Milagros Benjamin Fernandez Moreno,Santiago del Estero,Corrientes,50,0.78,1,1,6,2,0,3
ENV-5777,Ciro Benicio Correa,Ciro Benjamin Lopez,Santa Cruz,Jujuy,598,41.38,13,1,2,8,0,7
ENV-5778,Ian Ezequiel Thiago Sosa,Facundo Paulina Romero,La Rioja,Cordoba,478,5.35,18,0,5,6,0,2
ENV-5779,Benjamin Fausto Nuñez Martin,Sr(a). Sofía Sosa,Mendoza,La Rioja,50,28.02,13,0,5,3,0,1
ENV-5780,Ignacio Camila Garcia Acuña,Ramiro Jazmín Perez,Santiago del Estero,Buenos Aires,964,16.98,5,1,6,11,1,15
ENV-5781,Ignacio Cruz Aguirre,Benicio Hernandez,Santa Fe,Chaco,448,37.43,2,1,2,12,1,11
ENV-5782,Tomas Ema Vega,Bautista Castro Ferreyra,Catamarca,Chubut,378,33.16,15,1,5,9,1,9
ENV-5783,Thiago Nahuel Hernandez,Miguel Angel Isabella Mendez,CABA,Tucuman,1250,28.64,10,1,0,4,1,15
ENV-5784,Dr(a). Florencia Fernandez,Dr(a). Isabella Hernandez,Cordoba,Jujuy,853,38.11,5,0,3,6,0,2
ENV-5785,Sr(a). Victoria Valdez,Francisco Valentino Nuñez Ledesma,Tucuman,Tucuman,77,7.44,14,0,2,4,0,1
ENV-5786,Tiziano Valentin Martinez,Josefina Luna Lopez Garcia,CABA,Tierra del Fuego,2973,24.18,12,0,6,12,0,4
ENV-5787,Mora Jeronimo Perez,Sr(a). Julieta Flores,Chaco,CABA,1075,3.72,14,0,5,1,0,2
ENV-5788,Dr(a). Federico Paez,Sr(a). Juan Pablo Acosta,Tucuman,La Rioja,131,36.47,3,0,1,6,0,1
ENV-5789,Tomas Benjamin Maite Acuña,Pilar Julieta Cordoba,Mendoza,Formosa,170,22.49,15,1,0,7,1,8
ENV-5790,Santino Acosta Medina,Sofia Belen Rojas,Santiago del Estero,Mendoza,94,14.45,17,1,5,4,1,6
ENV-5791,Tomas Benjamin Juan Ignacio Cruz Fernandez,Delfina Soria,Tucuman,Buenos Aires,1237,26.45,2,0,5,1,1,4
ENV-5792,Francisco Pereyra Aguirre,Juana Quiroga Chavez,Jujuy,Salta,50,18.91,20,1,1,2,1,6
ENV-5793,Franco Mansilla Ruiz,Mateo Ezequiel Vera,Rio Negro,Jujuy,420,32.82,1,1,2,10,1,9
ENV-5794,Mateo Cardozo,Ana Paula Molina,Santiago del Estero,Tucuman,135,22.25,7,0,5,5,0,1
ENV-5795,Dr(a). Jazmin Ayala,Santiago Nicolas Bautista Fernandez,Cordoba,Buenos Aires,642,28.64,7,0,5,7,0,2
ENV-5796,Valentin Martin Morales Fernandez,Lola Bravo,Formosa,Catamarca,53,4.13,15,0,5,5,0,1
ENV-5797,Dr(a). Simon Velazquez,Santino Mansilla,Corrientes,Catamarca,50,40.14,12,0,1,2,0,1
ENV-5798,Luca Gutierrez Ortiz,Tomas Romero,Salta,Salta,136,27.71,2,1,3,1,0,3
ENV-5799,Dr(a). Helena Lopez,Máximo Matias Rodriguez Franco,Neuquen,La Rioja,50,13.73,9,0,2,2,0,1
ENV-5800,Sr(a). Juana Rodriguez,Emma Romero,Buenos Aires,San Luis,759,6.46,5,1,3,1,0,7
ENV-5801,Jeronimo Jazmin Hernandez,Ciro Benjamin Romero Sanchez,Catamarca,La Pampa,478,27.22,4,0,2,2,0,2
ENV-5802,Jazmín Santino Agustin Castro,Dr(a). Catalina Gomez,Tierra del Fuego,Misiones,1714,43.32,16,0,2,4,0,3
ENV-5803,Sr(a). Tomàs Gonzalez,Agustin Flores,Santa Cruz,Corrientes,1087,6.04,13,0,5,7,0,2
ENV-5804,Sr(a). Ezequiel Gomez,Geronimo Ruiz Guzman,Buenos Aires,Santa Fe,435,47.71,16,0,2,6,0,2
ENV-5805,Emma Santiago Ruiz Garcia,Juan Cruz Benjamin Diaz Sosa,Tierra del Fuego,CABA,3047,10.4,3,0,1,1,0,4
ENV-5806,Juliana Tiziano Benjamin Muñoz,Augusto Catalina Gomez,La Pampa,Tucuman,628,27.51,10,1,6,12,1,11
ENV-5807,Abigail Genaro Acosta Vazquez,Sr(a). Juana Nuñez,Buenos Aires,San Juan,1102,22.13,2,1,5,10,1,14
ENV-5808,Dr(a). Juan Francisco Coronel,Agustin Martinez,Entre Rios,Misiones,729,5.41,1,0,6,2,0,2
ENV-5809,Benjamin Flores,Thiago Santiago Gonzalez,San Luis,Chaco,188,38.74,1,0,1,12,0,1
ENV-5810,Juan Delfina Sanchez Alvarez,Martín Francisca Rios,Neuquen,Tierra del Fuego,1798,49.7,19,0,5,12,0,3
ENV-5811,Sr(a). Lorenzo Benitez,Juan Manuel Miranda,Santa Fe,Cordoba,252,26.28,10,0,2,12,0,1
ENV-5812,Lucio Alfonsina Gimenez Gomez,Isabel Diaz,Formosa,Santa Cruz,908,40.13,9,0,2,12,0,2
ENV-5813,Martín Alma Mia Coronel,Sr(a). Juan Manuel Alvarez,CABA,Chubut,1423,21.61,6,1,1,9,0,10
ENV-5814,Victoria Aguero Silva,Mora Santino Ezequiel Navarro,Misiones,Santa Fe,822,42.78,14,1,4,2,0,10
ENV-5815,Mora Lopez Acosta,Santino Benjamin Sol Romero,CABA,La Pampa,487,47.63,6,0,5,8,0,2
ENV-5816,Juan Martin Suarez,Isabella Clara Diaz,Formosa,Corrientes,74,36.93,16,1,3,10,1,6
ENV-5817,Valentino Gomez,Isabel Delfina Fernandez,Mendoza,Neuquen,137,25.63,1,1,0,9,0,3
ENV-5818,Sr(a). Salvador Paz,Sr(a). Santino Paez,Chubut,Formosa,183,25.41,8,1,0,12,1,6
ENV-5819,Julian Nahiara Jazmin Aguirre Flores,Lautaro Benjamin Cardozo,Corrientes,Tucuman,194,49.67,15,0,0,9,0,1
ENV-5820,Agustina Duarte,Josefina Martin Gonzalez,Entre Rios,Misiones,818,4.65,13,0,0,2,0,2
ENV-5821,Thiago Ezequiel Genaro Aguero Gutierrez,Benjamin Ezequiel Vazquez Gomez,Chubut,San Luis,603,36.81,5,1,5,7,1,12
ENV-5822,Delfina Emma Gonzalez Sosa,Santiago Santino Cruz Gomez,San Luis,Misiones,398,48.89,1,1,0,11,1,7
ENV-5823,Thiago Benjamin Ignacio Morales Ferreyra,Sr(a). Dante Navarro,Tucuman,San Luis,416,33.09,16,1,3,4,0,7
ENV-5824,Mia Martin,Dr(a). Valentina Jazmin Toledo,Buenos Aires,Salta,1426,11.81,7,0,6,10,0,2
ENV-5825,Sr(a). Juan Martin Rodriguez,Juana Aguirre,La Rioja,CABA,1120,19.86,13,1,3,1,0,10
ENV-5826,Josefina Quiroga,Benjamin Maite Torres,La Pampa,La Rioja,475,26.54,1,0,2,1,0,2
ENV-5827,Dr(a). Juan Pablo Diaz,Benjamin Ortiz,CABA,San Juan,1075,2.63,20,0,2,1,0,2
ENV-5828,Mateo Agustin Velazquez Flores,Sr(a). Santino Rodriguez,San Luis,Salta,579,17.9,12,1,2,5,0,7
ENV-5829,Juan Sebastian Ciro Rios,Sofia Juana Morales Velazquez,San Luis,San Luis,93,38.85,5,1,1,7,1,4
ENV-5830,Kiara Morena Fernandez Gonzalez,Dr(a). Martina Gomez,La Rioja,Buenos Aires,1016,30.01,19,0,3,7,1,3
ENV-5831,Ignacio Luciana Velazquez,Benicio Lopez Vazquez,Santa Fe,Salta,898,37.23,10,0,3,8,0,2
ENV-5832,Maria Emilia Blanco,Sr(a). Santino Ezequiel Garcia,Santa Cruz,Buenos Aires,2030,7.13,3,1,3,5,1,22
ENV-5833,Dr(a). Martina Ramirez,Dr(a). Juan Cruz Chavez,Catamarca,Chaco,142,22.05,11,1,0,12,0,3
ENV-5834,Thiago Ezequiel Ortiz Diaz,Martina Ignacio Coronel Escobar,CABA,Formosa,1118,41.37,11,0,5,2,0,2
ENV-5835,Santino Thiago Emanuel Ortiz Torres,Sr(a). Lucía Martinez,Neuquen,La Rioja,53,44.71,20,1,0,12,1,6
ENV-5836,Sr(a). Juliana Correa,Guillermina Castillo,Mendoza,CABA,1020,47.37,2,0,3,8,0,2
ENV-5837,Dr(a). Felipe Chavez,Amparo Mia Jazmin Alvarez Hernandez,Misiones,Neuquen,112,44.18,16,1,6,4,0,3
ENV-5838,Thiago Benjamin Toledo Juarez,Salvador Martina Arias,La Pampa,Catamarca,500,12.79,16,1,1,10,0,7
ENV-5839,Sr(a). Juan Cruz Bustos,Dr(a). Pilar Arias,Rio Negro,Buenos Aires,1202,5.68,2,1,4,1,0,10
ENV-5840,Sr(a). Santiago Gonzalez,Agustin Cardozo,Tierra del Fuego,Buenos Aires,2923,24.88,3,0,0,1,0,4
ENV-5841,Isabella Nahiara Caceres,Tiziano Castillo,Chubut,Buenos Aires,1398,8.04,8,1,0,7,1,18
ENV-5842,Dr(a). Sofia Rodriguez,Maximo Abigail Rodriguez Lopez,Santa Cruz,Buenos Aires,2117,23.47,16,1,0,7,1,21
ENV-5843,Lisandro Sosa Ferreyra,Benjamin Isabella Rodriguez Gomez,Buenos Aires,Rio Negro,1171,13.41,9,0,2,4,0,2
ENV-5844,Bautista Lucero,Martina Perez Maldonado,Jujuy,Tucuman,322,36.02,14,0,1,12,0,1
ENV-5845,Ian Benjamin Santino Roldan Martin,Thiago Ezequiel Vicente Gimenez,Neuquen,Tierra del Fuego,1883,7.05,4,0,2,5,0,3
ENV-5846,Benjamin Muñoz Garcia,Mateo Juan Cruz Martinez Silva,CABA,Cordoba,717,1.46,6,1,6,7,1,11
ENV-5847,Juan Cruz Guadalupe Rodriguez,Santino Felipe Soto Coronel,San Luis,Chubut,543,35.51,19,1,3,9,1,12
ENV-5848,Dr(a). Isabella Bustos,Tomas Dominguez Gomez,Formosa,Santa Cruz,1017,44.93,7,1,2,6,1,17
ENV-5849,Salvador Santino Cordoba,Santino Cruz Sanchez,Catamarca,San Juan,50,9.22,18,1,4,8,1,6
ENV-5850,Mateo Lautaro Ezequiel Gonzalez,Lautaro Ezequiel Soria,Jujuy,Jujuy,85,11.58,8,1,1,7,0,3
ENV-5851,Isabel Renata Rodriguez,Francesca Caceres Franco,Santa Fe,CABA,578,48.47,2,1,3,6,1,12
ENV-5852,Dr(a). Agustina Avila,Benjamin Rodriguez Vega,Santa Cruz,Jujuy,583,19.92,7,0,4,12,0,2
ENV-5853,Maria Belen Benjamin Flores,Dr(a). Alma Torres,Formosa,Cordoba,516,1.29,6,1,4,3,0,7
ENV-5854,Jeremias Barrios,Delfina Ian Benjamin Figueroa,San Juan,La Pampa,510,42.42,10,1,5,11,1,9
